,host_id,host_response_time,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_identity_verified,room_type,accommodates,bedrooms,beds,availability_365,number_of_reviews_l30d,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,county,essentials,other_amenities,bathrooms_number,number_host_verifications,host_experience,annual_listing_revenue
26536,32701062,0,93,0,16,0,0,6,2,2,225,0,4.54,1,2,1.82,0,1,18,2.0,3,6,23940.0
26537,32701062,0,93,0,16,0,0,4,1,3,96,0,3.0,1,2,0.04,0,1,18,1.0,3,6,7672.5
26539,157841958,0,100,0,3,0,2,1,1,1,344,0,3.67,0,3,0.19,0,1,49,1.0,1,4,3375.0
26540,66292265,0,100,1,5,1,0,2,1,1,158,5,4.9,1,1,5.73,0,1,43,1.0,5,5,7905.0
26541,227750934,0,92,1,1,1,0,2,1,1,3,3,4.96,0,1,3.84,0,1,49,1.0,4,3,24757.2
26543,223520461,1,75,0,4,1,2,1,1,1,100,0,5.0,0,4,0.22,0,1,31,1.0,6,3,4042.5
26546,73832826,0,73,1,3,0,0,2,1,1,178,0,4.86,0,4,0.27,0,1,23,1.0,3,5,71175.0
26547,73832826,0,73,1,3,0,0,2,1,1,34,0,4.6,0,4,0.15,0,1,23,1.0,3,5,196560.0
26549,2962231,3,25,0,1,1,0,3,1,1,40,1,4.83,0,1,1.12,0,1,26,1.0,7,9,5904.0
26550,17893629,0,65,0,1,1,0,8,4,4,335,0,4.87,0,1,0.44,0,1,66,4.5,6,7,38556.0
26552,29947900,1,36,1,0,1,0,4,2,3,4,0,5.0,0,2,0.26,0,1,46,1.0,7,6,14850.0
26554,92338535,0,98,0,2,0,2,1,1,1,167,1,4.82,0,2,1.4,0,1,23,1.5,1,5,1071.0
26557,98815306,0,100,0,4,1,0,7,3,2,289,3,4.67,1,4,4.26,0,1,30,2.0,8,5,42048.0
26558,21458609,0,96,0,61,1,0,4,2,2,0,0,4.87,0,38,0.81,0,1,39,1.5,8,7,13455.0
26561,50922135,1,50,0,2,1,2,1,1,1,290,1,4.85,0,1,0.37,0,1,37,1.0,6,5,1020.0
26562,168951302,0,62,0,4,1,0,4,1,1,185,0,5.0,0,1,0.09,0,1,32,1.0,8,3,4905.0
26563,46388132,0,99,1,16,1,0,8,2,3,315,4,4.6,0,17,2.91,0,1,29,1.0,10,6,7605.0
26564,126292411,0,95,1,3,1,0,5,2,3,119,0,4.82,0,2,3.14,0,1,40,1.5,5,4,25425.0
26565,33249323,0,72,0,55,0,0,4,2,3,348,0,3.6,0,53,0.17,0,0,21,1.0,4,6,13500.0
26566,165266633,3,2,0,2,1,3,2,1,1,322,0,4.86,0,3,0.22,0,1,34,1.0,7,3,75.0
26567,137694288,0,99,1,6,1,0,2,1,1,72,1,4.69,1,6,3.95,0,1,31,1.0,8,4,13162.5
26568,15820708,1,87,1,3,0,0,8,3,3,143,5,4.79,0,1,2.71,0,0,19,2.0,2,7,55139.700000000004
26569,27001705,0,84,1,1,1,0,2,1,1,115,7,4.89,0,2,4.85,0,1,44,1.0,6,6,38406.0
26570,6277851,0,99,1,11,1,0,2,1,1,61,0,4.69,0,11,0.96,0,1,30,1.0,9,8,3375.0
26573,98815306,0,100,0,4,1,0,4,1,3,322,4,4.74,1,4,3.94,0,1,28,1.0,8,5,7956.0
26575,33249323,0,72,0,55,0,0,2,1,2,356,0,4.63,0,53,0.24,0,1,24,1.0,4,6,13500.0
26576,33249323,0,72,0,55,0,0,2,1,2,354,0,4.57,0,53,0.2,0,1,28,1.0,4,6,22140.0
26577,227328216,3,0,0,1,0,2,2,1,1,364,0,5.0,0,1,0.06,0,1,15,1.5,1,3,147.0
26579,33249323,0,72,0,55,0,0,2,1,2,365,0,4.67,0,53,0.26,0,1,25,1.0,4,6,4050.0
26581,107434423,0,98,0,2273,1,0,2,1,1,309,0,4.0,1,375,0.06,0,1,24,1.0,9,4,172003.2
26582,107434423,0,98,0,2273,1,0,2,1,1,266,0,5.0,1,375,0.05,0,1,30,1.0,9,4,172359.9
26584,107434423,0,98,0,2273,1,0,2,1,1,115,0,5.0,1,375,0.03,0,1,32,1.0,9,4,243162.0
26585,107434423,0,98,0,2273,1,0,2,1,1,324,0,4.0,1,375,0.88,0,1,31,1.0,9,4,337014.0
26592,107434423,0,98,0,2273,1,0,2,1,1,286,0,3.5,1,375,0.07,0,1,29,1.0,9,4,170877.6
26593,107434423,0,98,0,2273,1,0,2,1,1,279,0,4.0,1,375,0.07,0,1,31,1.0,9,4,183103.2
26594,107434423,0,98,0,2273,1,0,2,1,1,0,0,4.5,1,375,0.07,0,1,30,1.0,9,4,289080.0
26595,107434423,0,98,0,2273,1,0,2,1,1,307,0,4.0,1,375,0.04,0,1,31,1.0,9,4,165110.40000000002
26596,122598987,0,97,1,5,1,0,2,1,2,270,0,4.52,0,4,0.78,0,1,38,1.0,8,4,20250.0
26603,228316242,1,100,1,1,1,0,6,2,2,334,0,4.0,0,1,0.08,0,1,23,2.0,6,3,6075.0
26605,198748040,1,97,0,2,0,2,2,1,1,334,1,4.41,0,3,1.48,0,1,21,1.0,2,3,1350.0
26607,65424736,0,97,0,6,1,0,4,1,2,131,4,4.65,0,5,1.91,0,1,37,1.0,4,5,13256.1
26616,228469349,0,98,1,1,0,0,2,2,2,1,7,4.87,0,1,6.32,0,1,34,1.0,2,3,11286.0
26617,6795635,0,80,1,5,1,0,6,2,2,179,0,4.79,0,4,1.52,0,1,34,1.0,6,8,5535.0
26619,4366747,3,0,0,0,1,0,4,2,2,74,0,5.0,0,1,0.08,0,1,19,2.0,7,9,10350.0
26621,225765861,1,87,0,2,0,0,8,3,5,321,0,4.83,1,2,0.86,0,1,45,2.0,2,3,16155.0
26623,166619254,1,100,0,1,1,2,1,1,1,178,0,4.8,0,1,2.91,0,1,28,1.0,6,3,5400.0
26627,4780152,1,23,1,24,1,2,1,1,1,365,0,5.0,0,12,0.03,0,1,22,1.0,6,8,2655.0
26631,107434423,0,98,0,2273,1,0,2,1,1,327,0,5.0,1,375,0.04,0,1,31,1.0,9,4,159087.3
26635,192930172,0,80,0,4,1,2,2,1,1,0,0,4.62,0,4,1.57,0,1,30,1.0,5,3,435.0
26636,3181340,3,0,0,2,1,0,9,5,5,90,0,4.61,0,5,1.58,0,1,37,2.0,11,9,20880.0
26637,29055194,3,0,0,1,1,0,2,1,1,80,0,4.75,0,1,0.25,0,1,26,1.0,4,6,412.5
26638,88986605,0,98,0,1,1,0,4,1,2,237,4,4.64,1,1,5.48,0,1,56,1.0,8,5,368280.0
26639,66980867,0,77,0,9,1,2,2,1,1,365,0,4.33,0,8,0.17,0,1,59,1.5,9,5,5130.0
26640,52724486,1,90,1,2,1,0,6,2,2,155,0,4.91,0,2,3.33,0,1,52,1.0,6,5,225990.0
26641,52724486,1,90,1,2,1,0,6,2,2,143,4,4.93,0,2,5.1,0,1,54,2.0,6,5,18427.5
26643,6793916,1,55,1,4,0,0,2,1,1,52,1,5.0,0,4,0.64,0,1,39,1.0,3,8,17316.0
26644,214149093,0,100,1,1,1,0,4,2,2,15,3,4.9,1,1,2.02,0,1,42,2.0,6,3,23805.0
26645,402155066,1,50,0,7,1,2,1,1,1,365,0,4.75,0,6,0.11,0,1,21,1.0,1,0,2205.0
26646,65424736,0,97,0,6,1,0,4,1,2,66,2,4.62,0,5,1.94,0,1,32,1.0,4,5,35138.25
26647,23048713,0,100,1,4,0,2,2,1,1,286,10,4.86,1,4,6.25,0,1,21,1.0,3,7,10368.0
26648,187656218,0,96,0,2,1,0,2,1,1,284,4,4.76,1,2,5.97,0,1,11,1.0,7,3,6930.0
26650,228902869,0,82,1,1,0,2,2,1,1,341,2,4.95,0,1,2.42,0,1,48,1.0,3,3,1260.0
26651,224048291,0,100,0,3,1,2,3,1,1,212,0,4.67,0,3,0.36,0,1,36,1.0,4,3,5400.0
26654,15141956,2,63,1,2,1,0,4,2,2,41,1,4.8,0,3,0.75,0,1,37,1.0,4,7,57600.0
26656,228928241,0,100,1,2,1,2,2,1,1,33,0,4.8,1,3,2.31,0,1,37,1.0,5,3,2910.0
26662,8398671,1,91,1,45,1,0,5,2,2,110,0,4.77,0,40,3.42,0,1,58,2.0,7,8,111240.0
26663,8398671,1,91,1,45,1,0,10,5,6,218,0,4.33,0,40,0.55,0,1,67,3.0,7,8,26365.5
26664,8398671,1,91,1,45,1,0,8,4,4,269,0,4.93,0,40,0.43,0,1,66,3.0,7,8,85275.0
26665,47502266,3,0,0,1,1,2,2,2,1,87,0,1.0,0,1,0.07,0,1,23,1.0,8,6,592.5
26667,201371006,0,99,1,3,1,0,4,2,2,124,4,4.86,0,3,4.54,0,1,34,2.0,2,3,104139.0
26669,65424736,0,97,0,6,1,0,3,1,2,0,0,4.74,0,5,2.28,0,1,32,1.0,4,5,711.0
26671,127250950,0,92,1,7,1,2,1,1,1,0,0,4.89,0,2,0.26,0,1,44,1.0,3,4,3465.0
26674,65424736,0,97,0,6,1,0,3,1,2,71,6,4.78,0,5,2.47,0,1,33,1.0,4,5,11275.199999999999
26677,10000147,0,97,1,3,1,2,1,1,1,0,0,5.0,0,2,0.61,0,1,38,1.0,8,8,2790.0
26680,101642970,0,82,0,21,1,0,8,4,4,210,0,4.0,0,21,0.04,0,1,28,4.5,4,5,33750.0
26686,115377318,0,100,0,7,1,0,2,1,1,337,5,4.69,1,5,5.83,0,1,21,1.0,6,4,8316.0
26689,118908878,0,100,0,2,0,0,14,4,8,207,0,4.65,1,1,0.91,0,1,35,2.0,3,4,7425.0
26690,48005494,0,97,0,1106,1,0,2,1,1,289,0,4.5,1,135,0.14,0,1,27,1.0,6,6,8277.0
26691,48005494,0,97,0,1106,1,0,2,1,1,0,0,5.0,1,135,0.07,0,1,27,1.0,6,6,6882.0
26692,48005494,0,97,0,1106,1,0,2,1,1,241,0,4.6,1,135,0.15,0,1,27,1.0,6,6,8928.0
26693,48005494,0,97,0,1106,1,0,2,1,1,362,0,4.67,1,135,0.09,0,1,26,1.0,6,6,14229.0
26694,48005494,0,97,0,1106,1,0,2,1,1,316,0,5.0,1,135,0.07,0,1,26,1.0,6,6,7533.0
26697,23118355,2,43,1,37,1,0,4,2,2,0,3,4.87,0,26,1.61,0,1,32,2.0,10,7,71514.0
26698,229286997,0,88,1,1,1,0,2,1,1,27,7,4.75,0,1,1.76,0,1,50,1.0,2,3,10206.0
26702,11524850,1,49,0,9,1,0,2,1,1,340,1,4.0,0,8,0.14,0,1,17,1.0,4,7,8775.0
26703,6739369,1,100,1,1,1,0,2,1,1,256,1,4.83,0,1,0.4,0,1,16,1.0,5,8,37800.0
26704,9861042,0,90,1,1,1,0,6,3,4,245,4,4.9,0,2,0.73,0,1,32,2.5,7,8,34456.5
26707,49655431,0,99,1,1,1,0,7,3,4,102,6,4.77,0,1,2.9,0,1,41,3.0,7,6,21551.4
26711,227184756,0,93,1,5,0,0,2,1,1,333,9,4.88,0,5,4.56,0,1,45,1.0,3,3,11040.0
26714,14727082,2,36,0,12,0,0,10,3,8,337,0,4.46,0,13,0.91,0,1,30,3.0,3,7,4905.0
26715,8673784,0,100,0,2,1,0,6,3,4,129,0,5.0,0,2,0.06,0,1,24,2.0,8,8,1425.0
26716,98706058,0,82,1,1,1,0,4,2,2,81,1,4.78,0,1,0.9,0,1,58,1.0,7,5,26790.75
26717,48005494,0,97,0,1106,1,0,4,2,2,334,0,4.33,1,135,0.12,0,1,30,2.0,6,6,9160.5
26719,23118355,2,43,1,37,1,0,2,1,1,334,1,4.7,0,26,0.84,0,1,23,1.0,10,7,74250.0
26721,100120148,0,98,0,9,1,2,2,1,1,8,5,4.55,1,9,2.77,0,1,18,3.0,5,5,799.5
26722,66980867,0,77,0,9,1,2,2,2,2,180,0,4.71,0,8,0.2,0,1,25,1.5,9,5,6570.0
26725,229575396,2,97,0,1,1,0,3,1,1,111,5,4.75,0,1,4.43,0,1,32,1.0,6,3,7134.0
26730,9273039,1,86,1,1,1,0,2,1,1,77,1,4.88,0,1,0.89,0,1,27,1.0,5,8,5004.0
26731,65424736,0,97,0,6,1,0,4,1,2,55,4,4.68,0,5,2.41,0,1,32,1.0,4,5,10416.0
26732,229621204,0,97,1,1,1,0,8,3,5,137,5,4.88,0,1,4.33,0,1,30,3.0,4,3,40356.0
26737,33249323,0,72,0,55,0,0,2,1,1,364,0,4.71,0,53,0.28,0,1,21,1.0,4,6,3555.0
26739,229703554,1,14,0,1,1,0,10,4,5,330,0,5.0,0,1,0.06,0,1,41,3.5,6,3,6150.0
26742,229716119,0,97,0,8,1,0,2,1,1,172,0,4.66,0,6,0.94,0,1,25,1.0,6,3,4275.0
26747,71719539,0,100,1,11,1,0,12,5,8,140,2,4.82,1,10,2.56,0,1,32,4.5,7,5,81780.0
26748,4563339,0,100,0,1,1,0,4,1,4,149,0,4.69,0,2,0.39,0,1,24,1.0,6,8,8835.0
26752,22364672,1,100,1,1,1,0,4,2,2,31,2,5.0,0,2,2.0,0,1,53,1.0,9,7,2394.0
26753,22364672,1,100,1,1,1,0,4,2,3,270,6,4.85,0,2,5.39,0,1,45,1.0,9,7,20091.0
26755,112938085,0,100,1,4,1,2,2,1,1,349,1,4.75,1,4,2.67,0,1,29,2.0,7,4,7452.0
26761,221722451,1,100,0,3,0,2,1,1,1,365,0,4.81,1,2,2.12,0,1,25,1.0,2,3,2025.0
26763,202766488,0,98,1,4,1,0,4,3,3,364,0,3.63,0,1,0.25,0,1,34,3.5,5,3,58500.0
26764,4676178,1,0,0,1,1,2,2,1,1,89,0,4.77,0,1,0.51,0,1,38,1.0,5,8,6750.0
26766,230057595,0,100,1,1,1,0,2,1,1,148,0,4.89,0,1,2.14,0,1,35,1.0,4,2,6277.5
26767,16016535,0,95,1,2,1,0,2,1,1,316,2,4.86,0,3,1.93,0,1,22,1.5,9,7,62496.0
26768,90679140,0,98,0,1,1,0,7,2,5,159,4,4.81,0,1,2.81,0,1,30,1.0,5,5,22275.0
26769,229962882,0,100,0,1,1,0,5,1,3,48,5,4.77,1,2,6.33,0,1,45,1.0,6,2,5796.0
26770,64809585,2,95,0,3,1,0,3,1,2,170,1,4.43,1,3,0.77,0,1,19,1.0,5,5,14850.0
26773,230090742,0,0,0,5,1,2,2,1,2,365,0,5.0,1,5,0.18,0,1,24,1.0,6,2,3150.0
26775,107434423,0,98,0,2273,1,0,2,1,1,349,0,3.67,1,375,0.1,0,1,27,1.0,9,4,130795.20000000001
26776,91544121,0,100,1,3,1,0,2,1,1,218,0,4.93,1,3,0.81,0,1,33,1.0,5,5,10137.0
26777,77826407,1,80,0,2,1,0,6,2,2,97,0,4.75,0,2,0.11,0,1,34,1.0,7,5,720.0
26778,230210015,0,98,0,1,1,0,8,3,8,337,6,4.69,0,1,6.1,0,1,45,2.0,8,2,23287.5
26781,107089573,0,81,0,1,1,0,2,1,1,10,4,4.94,0,1,0.5,0,1,38,1.0,4,4,13761.0
26782,230254023,0,100,0,1,1,0,4,2,2,136,3,4.68,0,1,4.63,0,1,30,1.0,6,2,28039.5
26783,68672147,0,92,1,16,0,0,2,1,1,0,0,4.86,0,18,0.32,0,1,24,1.0,5,5,3720.0
26785,223520461,1,75,0,4,1,2,1,1,1,115,0,5.0,0,4,0.14,0,1,27,1.0,6,3,1732.5
26787,66949105,0,94,1,2,1,0,3,1,1,13,1,4.87,0,1,1.69,0,1,26,1.0,7,5,13860.0
26790,3805814,1,91,1,3,1,0,2,1,1,34,1,4.88,0,1,1.2,0,1,46,1.0,7,9,14700.0
26791,2220269,0,86,0,10,1,0,8,4,4,333,0,4.95,0,12,0.57,0,1,37,2.0,6,9,20625.0
26793,2220269,0,86,0,10,1,0,4,2,2,365,1,4.85,1,12,0.56,0,1,33,1.0,6,9,4680.0
26796,8361961,1,100,1,1,1,0,2,1,1,153,1,4.87,0,1,2.09,0,1,44,1.0,6,8,26775.0
26797,100120148,0,98,0,9,1,2,2,1,1,6,3,4.32,0,9,1.97,0,1,10,3.0,5,5,1660.5
26798,512740,0,56,1,1,1,0,4,2,1,266,0,5.0,0,2,0.58,0,1,52,1.5,10,10,64530.0
26800,202137470,0,99,1,3,1,0,4,1,2,157,5,4.88,1,4,8.65,0,0,22,1.0,4,3,30576.0
26801,230520623,2,67,0,1,0,0,10,5,5,113,1,5.0,0,1,0.13,0,1,18,4.5,2,2,12375.0
26803,199316511,0,88,1,5,1,0,2,1,1,0,0,4.88,0,4,1.99,0,1,21,1.0,4,3,5040.0
26804,3324376,0,97,0,106,1,0,4,1,2,310,0,4.36,1,23,1.45,0,1,37,1.0,9,9,17568.0
26805,3324376,0,97,0,106,1,0,6,2,3,345,0,4.36,1,23,1.33,0,1,37,2.0,9,9,20221.5
26806,204470674,0,100,1,2,1,0,4,1,2,82,1,4.77,1,1,1.86,0,1,35,1.0,7,3,21780.0
26811,59981427,0,75,0,6,1,0,2,1,2,365,0,4.73,1,5,0.35,0,1,28,1.0,9,5,4275.0
26814,165057717,0,90,0,1,1,0,7,3,5,330,1,4.42,0,1,1.34,0,1,35,2.5,6,3,1890.0
26816,59981427,0,75,0,6,1,0,3,1,3,332,0,4.29,0,5,0.45,0,1,19,1.0,9,5,3105.0
26819,969636,2,92,0,9,1,0,2,1,1,221,0,4.67,0,9,0.5,0,1,20,1.0,5,10,3600.0
26820,77561434,0,61,0,13,1,0,10,5,6,309,0,5.0,0,39,0.03,0,1,55,4.5,5,5,29202.0
26822,107434423,0,98,0,2273,1,0,4,2,2,315,0,4.0,1,375,0.03,0,1,28,2.0,9,4,178438.65
26823,59981427,0,75,0,6,1,0,3,1,2,365,0,4.42,1,5,0.38,0,1,29,1.0,9,5,44550.0
26825,11905995,0,100,0,5,1,2,5,2,3,60,3,4.49,0,2,2.45,0,1,37,1.0,9,7,18000.0
26826,44670174,0,95,1,2,1,0,2,1,1,339,0,4.95,0,2,4.13,0,1,33,1.0,8,6,11247.599999999999
26829,52579382,1,67,0,1,1,0,1,1,1,89,0,4.5,0,1,0.06,0,1,18,2.0,5,5,6120.0
26830,65683816,0,96,1,4,1,2,4,2,2,169,2,4.92,0,4,0.5,0,1,25,1.0,5,5,1260.0
26831,1498095,2,100,0,1,1,0,2,1,1,214,0,4.75,0,1,0.11,0,1,23,1.5,4,9,22500.0
26836,158237273,0,90,1,2,0,0,2,1,1,92,0,4.9,1,1,0.46,0,1,25,1.0,1,4,19800.0
26838,178339821,1,80,1,1,1,0,4,2,2,55,0,4.86,0,1,1.63,0,1,34,1.0,5,3,15300.0
26840,18016202,0,72,0,7,1,0,6,2,3,353,3,4.29,0,6,0.76,0,1,23,1.0,7,7,9600.0
26841,130185502,0,100,0,9,1,0,6,2,4,174,0,4.57,1,2,1.06,0,1,41,2.0,7,4,4815.0
26842,183704133,1,87,1,2,1,0,4,1,2,0,0,4.83,0,2,5.68,0,1,32,1.0,6,3,450.0
26844,230987577,1,90,0,3,1,0,4,1,3,64,0,4.82,1,4,1.06,0,1,23,1.0,6,2,10462.5
26846,4780152,1,23,1,24,1,2,1,1,1,365,0,5.0,0,12,0.06,0,1,21,1.0,6,8,2205.0
26848,231008197,0,100,0,5,1,0,6,2,2,150,0,4.76,1,2,0.48,0,1,27,2.0,6,2,10935.0
26851,165603,1,91,1,1,1,0,4,1,2,33,4,4.95,0,1,3.56,0,1,35,1.0,8,11,23220.0
26852,196899523,0,99,1,2,1,0,4,2,2,110,4,4.87,0,4,2.23,0,0,21,1.0,7,3,51628.5
26853,80546407,0,99,0,4,1,0,4,1,1,303,0,4.79,1,4,2.12,0,1,49,1.0,7,5,61938.0
26854,215745677,2,90,0,1,1,0,12,5,5,337,0,4.64,0,1,0.43,0,1,45,4.5,6,3,69825.0
26856,20043329,0,99,1,12,1,2,3,1,2,250,0,5.0,0,14,0.12,0,1,30,1.0,6,7,1953.0
26858,231294283,0,96,1,2,1,0,6,2,6,159,0,4.77,0,2,2.04,0,1,33,1.0,6,2,21063.0
26860,75177834,0,99,1,3,1,0,2,1,1,14,0,4.89,0,3,5.46,0,1,38,1.0,6,5,25710.3
26861,7660373,1,73,1,14,1,0,2,1,1,365,0,4.74,0,9,1.22,0,1,28,1.0,8,8,5625.0
26864,223866230,1,72,1,3,0,2,2,1,1,42,0,4.92,0,3,2.35,0,1,11,1.0,3,3,144.0
26865,47393332,2,0,0,1,1,0,8,4,4,270,0,4.69,1,1,0.86,0,1,29,2.5,3,6,12330.0
26866,231345302,0,100,0,2,1,0,3,1,1,154,4,4.6,1,1,2.89,0,1,36,1.0,6,2,13407.0
26868,98812385,0,95,0,3,1,0,6,2,3,312,4,4.59,0,3,2.62,0,1,21,1.0,5,5,12361.5
26869,132062096,0,83,0,3,1,2,2,1,1,365,0,5.0,0,3,0.14,0,1,18,1.0,6,4,5400.0
26870,109847711,0,95,0,1,1,2,2,1,1,365,0,4.41,0,1,2.17,0,1,29,1.0,7,4,2992.5
26871,181708548,0,96,1,0,1,2,1,1,1,171,1,4.38,0,2,0.22,0,1,59,1.0,5,3,714.0
26872,231475130,0,100,0,7,1,0,4,2,3,65,0,4.89,0,7,0.5,0,1,38,1.5,6,2,4158.0
26874,231484651,0,89,0,2,1,1,3,1,2,350,1,4.33,1,2,0.57,0,1,25,1.0,6,2,2178.0
26878,214390617,0,100,1,1,0,0,2,1,2,154,2,4.86,1,1,4.82,0,1,33,1.0,2,3,567300.0
26880,231475130,0,100,0,7,1,0,4,2,2,65,0,4.72,0,7,0.53,0,1,32,1.5,6,2,3318.0
26882,103235369,0,43,0,4,0,2,1,1,1,29,0,5.0,0,4,0.07,0,1,13,1.0,2,5,412.5
26888,223866230,1,72,1,3,0,2,4,2,2,7,0,4.81,0,3,0.62,0,1,15,1.0,3,3,133.5
26889,231696428,0,100,1,0,1,0,6,3,5,313,3,4.86,1,1,3.98,0,1,38,3.0,4,2,39648.0
26890,231691410,2,0,1,1,1,0,3,1,1,89,0,4.89,0,1,1.27,0,1,15,1.0,3,2,4950.0
26891,231707759,0,100,0,1,0,0,3,1,2,149,3,4.74,1,1,2.36,0,1,31,1.0,3,2,10080.0
26892,16672866,1,23,0,21,1,0,5,2,2,365,0,4.75,0,21,0.14,0,1,44,2.0,5,7,7875.0
26893,231719877,0,100,0,3,1,2,2,1,1,74,0,4.79,0,3,0.92,0,1,23,1.0,3,2,2475.0
26894,126846996,0,99,1,4,1,0,2,1,1,264,0,4.11,0,1,0.26,0,1,33,1.0,4,4,181.5
26895,5111518,1,84,1,6,0,0,4,2,2,179,0,5.0,0,6,0.03,0,1,19,2.0,6,8,15205.5
26896,231837608,0,100,0,5,1,2,2,1,1,138,2,4.75,1,4,3.22,0,1,23,1.0,5,2,2736.0
26898,229603019,0,100,0,20,1,0,4,1,2,0,0,4.43,1,18,1.34,0,1,22,1.0,7,3,3105.0
26902,216932983,0,98,0,4,1,0,5,2,3,71,3,4.44,1,4,3.32,0,1,35,1.0,4,3,7951.499999999999
26904,231837608,0,100,0,5,1,2,2,1,1,125,3,4.72,1,4,3.15,0,1,27,1.0,5,2,8037.0
26905,231885068,3,0,0,2,1,0,4,2,2,143,0,5.0,0,2,0.11,0,1,30,2.0,6,2,27630.0
26908,231719877,0,100,0,3,1,2,2,1,1,138,0,4.75,1,3,0.67,0,1,23,1.0,3,2,2475.0
26909,229603019,0,100,0,20,1,0,4,1,2,0,0,4.36,1,18,2.75,0,1,24,1.0,7,3,8325.0
26910,229603019,0,100,0,20,1,0,4,1,2,0,0,3.98,1,18,1.57,0,1,25,1.0,7,3,8325.0
26911,229603019,0,100,0,20,1,0,4,1,2,0,0,4.23,1,18,2.17,0,1,26,1.0,7,3,8325.0
26912,229603019,0,100,0,20,1,0,4,1,2,0,0,4.27,1,18,2.22,0,1,28,1.0,7,3,8775.0
26913,229603019,0,100,0,20,1,0,4,1,2,0,0,4.26,1,18,1.88,0,1,27,1.0,7,3,8775.0
26914,229603019,0,100,0,20,1,0,4,1,3,0,0,4.24,1,18,0.88,0,1,28,1.0,7,3,8775.0
26915,10978791,1,67,0,2,1,2,1,1,1,251,0,5.0,0,2,0.11,0,1,25,1.0,4,7,2475.0
26917,680294,0,94,0,1,0,0,4,2,2,77,4,4.32,0,1,2.04,0,1,26,1.0,3,10,13950.0
26920,27798046,0,89,0,11,1,0,4,2,2,165,4,4.57,0,9,24.55,0,1,32,2.0,7,6,23085.0
26921,103263245,0,98,1,5,1,0,5,1,2,122,1,4.75,0,6,2.05,0,1,56,1.0,5,5,94486.04999999999
26922,20043329,0,99,1,12,1,2,2,1,1,250,0,4.25,0,14,0.14,0,1,29,1.0,6,7,1953.0
26923,150054518,0,92,1,6,1,0,2,1,1,62,7,4.83,0,4,3.44,0,1,31,1.0,7,4,11070.0
26924,6685726,2,100,0,4,1,0,2,1,1,365,0,4.5,0,4,0.22,0,1,37,1.5,4,8,10845.0
26927,202108200,0,100,1,2,1,0,4,2,2,334,2,4.88,0,1,1.02,0,1,39,2.0,4,3,15930.0
26928,231294283,0,96,1,2,1,0,2,1,1,0,0,4.93,1,2,0.42,0,1,29,1.0,6,2,417.0
26929,6685726,2,100,0,4,1,0,3,1,1,364,0,5.0,0,4,0.03,0,1,28,1.5,4,8,10440.0
26930,30602191,1,89,0,1,1,2,1,1,1,333,4,4.91,0,1,0.84,0,1,10,1.0,4,6,1800.0
26931,1427873,2,20,0,1,0,0,4,1,2,178,0,4.67,0,1,0.18,0,1,30,1.0,6,10,5580.0
26933,27330847,0,79,1,1,1,0,2,1,2,364,1,5.0,0,1,0.45,0,1,46,1.0,7,6,54469.799999999996
26935,33392864,2,95,1,2,1,2,4,2,3,184,4,4.9,0,1,1.46,0,1,50,1.0,8,6,6360.0
26937,2124599,0,100,1,1,1,2,2,1,1,30,0,4.86,1,1,0.77,0,1,35,1.0,7,9,61.5
26938,120130047,2,79,0,1,1,0,12,5,6,352,0,4.47,0,1,3.5,0,1,42,3.0,8,4,819090.0
26940,138457573,0,80,0,0,1,0,4,2,3,36,0,5.0,1,1,0.81,0,1,52,1.0,9,4,26325.0
26942,231719877,0,100,0,3,1,2,2,1,1,76,0,4.52,1,3,0.75,0,1,25,1.0,3,2,9450.0
26943,227859976,1,86,1,2,1,0,4,2,3,228,1,4.7,0,1,2.15,0,1,39,1.0,4,3,9747.0
26944,100116256,0,98,1,2,1,0,2,1,1,340,1,4.65,1,3,2.46,0,1,33,1.0,2,5,12825.0
26946,93545817,0,100,1,3,0,0,2,1,2,283,1,4.85,1,3,2.42,0,1,41,1.0,2,5,11232.0
26947,101537031,0,88,0,127,1,0,2,2,1,175,0,4.75,0,126,0.12,0,1,19,2.0,8,5,8137.5
26949,23048713,0,100,1,4,0,2,2,1,1,364,0,4.83,1,4,4.37,0,1,19,1.0,3,7,2925.0
26951,7356043,1,75,0,29,1,0,5,2,2,81,0,4.58,0,14,0.91,0,1,32,2.0,8,8,23250.0
26952,7356043,1,75,0,29,1,0,4,2,2,84,0,4.71,0,14,0.26,0,1,22,2.0,8,8,10800.0
26953,203396173,0,100,1,2,1,2,2,1,2,338,3,4.82,1,3,1.63,0,1,29,1.0,5,3,4290.0
26955,115510331,0,99,1,7,1,0,4,1,2,112,4,4.84,0,5,6.47,0,0,22,1.0,9,4,71113.8
26957,34679811,0,100,1,0,1,0,4,1,2,73,8,4.84,0,1,4.09,0,1,46,1.0,6,6,21777.0
26959,77561434,0,61,0,13,1,0,3,1,1,0,0,4.75,0,39,0.49,0,1,51,1.0,5,5,15996.0
26962,21458609,0,96,0,61,1,0,4,2,2,54,0,4.17,0,38,1.24,0,1,28,2.0,8,7,20250.0
26963,52262071,1,98,0,2,1,0,6,3,4,331,1,4.84,1,2,1.56,0,1,35,2.0,5,5,313920.0
26964,232930661,0,100,1,1,0,0,12,3,9,151,1,4.68,1,1,3.05,0,1,58,2.0,3,2,46464.6
